text_clean,label,text
hi there nights ur lucky night uve been invited xchat the uks wildest chat txt chat to now pmsgrcvdhgsuitelandsrowwjhl ldn yrs,1,"Hi there, 2nights ur lucky night! Uve been invited 2 XCHAT, the Uks wildest chat! Txt CHAT to 86688 now! 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs"
ok leave no need to ask,0,Ok leave no need to ask
this is ur face test ltgt select any number i will tell ur face astrology am waiting quick reply,0,This is ur face test ( 1 2 3 4 5 6 7 8 9  &lt;#&gt;  ) select any number i will tell ur face astrology.... am waiting. quick reply...
try neva mate,0,Try neva mate!!
shes good how are you where r u working now,0,She's good. How are you. Where r u working now
sorry sir i will call you tomorrow senthilhsbc,0,"Sorry sir, i will call you tomorrow.  senthil.hsbc"
for ur chance to win a cash every wk txt action to tscs custcare xpwk,1,"For ur chance to win a Â£250 cash every wk TXT: ACTION to 80608. T's&C's www.movietrivia.tv custcare 08712405022, 1x150p/wk."
all day working dayexcept saturday and sunday,0,All day working day:)except saturday and sunday..
sorry de i went to shop,0,Sorry de i went to shop.
im a guy browsin is compulsory,0,"I'm a guy, browsin is compulsory"
see you then were all christmassy here,0,"see you then, we're all christmassy here!"
true deari sat to pray evening and felt soso i smsd you in some time,0,True dear..i sat to pray evening and felt so.so i sms'd you in some time...
congrats kanowhr s the treat maga,0,Congrats kano..whr s the treat maga?
watever relation u built up in dis world only thing which remains atlast iz lonlines with lotz n lot memories feeling,0,watever reLation u built up in dis world only thing which remains atlast iz lonlines with lotz n lot memories! feeling..
is there a reason weve not spoken this year anyways have a great week and all the best in your exam,0,Is there a reason we've not spoken this year? Anyways have a great week and all the best in your exam
no it was cancelled yeah baby well that sounds important so i understand my darlin give me a ring later on this fone love kate x,0,No it was cancelled yeah baby! Well that sounds important so i understand my darlin give me a ring later on this fone love Kate x
yeah thats what i was thinking,0,"yeah, that's what I was thinking"
at what time should i come tomorrow,0,At WHAT TIME should i come tomorrow
leave it u will always be ignorant,0,Leave it. U will always be ignorant.
i think im waiting for the same bus inform me when you get there if you ever get there,0,"I think Iâm waiting for the same bus! Inform me when you get there, if you ever get there."
urgent your mobile no xxxxxxxxx won a bonus caller prize on this is the nd attempt to reach you call asap,1,"09066362231 URGENT! Your mobile No 07xxxxxxxxx won a Â£2,000 bonus caller prize on 02/06/03! this is the 2nd attempt to reach YOU! call 09066362231 ASAP!"
oh shut it omg yesterday i had a dream that i had kids both boys i was so pissed not only about the kids but them being boys i even told mark in my dream that he was changing diapers cause im not getting owed in the face,0,Oh shut it. Omg yesterday I had a dream that I had 2 kids both boys. I was so pissed. Not only about the kids but them being boys. I even told mark in my dream that he was changing diapers cause I'm not getting owed in the face.
really i tot ur paper ended long ago but wat u copied jus now got use u happy lar i still haf study,0,Really... I tot ur paper ended long ago... But wat u copied jus now got use? U happy lar... I still haf 2 study :-(
no ill meet you in the library,0,No. I.ll meet you in the library
good afternoon my love how goes your day how did you sleep i hope your well my boytoy i think of you,0,"Good afternoon, my love ... How goes your day ? How did you sleep ? I hope your well, my boytoy ... I think of you ..."
am not interested to do like that,0,Am not interested to do like that.
well i know z will take care of me so no worries,0,Well i know Z will take care of me. So no worries.
wanna do some art d,0,Wanna do some art?! :D
you have an important customer service announcement call freephone now,1,You have an important customer service announcement. Call FREEPHONE 0800 542 0825 now!
sure i am driving but will reach my destination soon,0,Sure! I am driving but will reach my destination soon.
ummmmmaah many many happy returns of d day my dear sweet heart happy birthday dear,0,Ummmmmaah Many many happy returns of d day my dear sweet heart.. HAPPY BIRTHDAY dear
babe have you got enough money to pick up bread and milk and ill give you it back when you get home,0,"Babe, have you got enough money to pick up bread and milk ? And I'll give you it back when you get home ?"
you have registered sinco as payee log in at icicibankcom and enter urn ltgt to confirm beware of frauds do not share or disclose urn to anyone,0,You have registered Sinco as Payee. Log in at icicibank.com and enter URN  &lt;#&gt;  to confirm. Beware of frauds. Do NOT share or disclose URN to anyone.
claire here am havin borin time am now alone u wanna cum over nite chat now hope c u luv claire xx callsminmoremobsemspoboxpowa,1,CLAIRE here am havin borin time & am now alone U wanna cum over 2nite? Chat now 09099725823 hope 2 C U Luv CLAIRE xx CallsÂ£1/minmoremobsEMSPOBox45PO139WA
i cant keep talking to people if am not sure i can pay them if they agree to price so pls tell me what you want to really buy and how much you are willing to pay,0,I cant keep talking to people if am not sure i can pay them if they agree to price. So pls tell me what you want to really buy and how much you are willing to pay
i will cal you sir in meeting,0,I WILL CAL YOU SIR. In meeting
sir goodmorning once free call me,0,"Sir Goodmorning, Once free call me."
congratulations ur awarded either of cd gift vouchers free entry our weekly draw txt music to tncs winppmxage,1,Congratulations ur awarded either Â£500 of CD gift vouchers & Free entry 2 our Â£100 weekly draw txt MUSIC to 87066 TnCs www.Ldew.com 1 win150ppmx3age16
aiyah then i wait lor then u entertain me hee,0,Aiyah then i wait lor. Then u entertain me. Hee...
mathews or tait or edwards or anderson,0,Mathews or tait or edwards or anderson
you have won cash or a prize to claim call,1,"You have won ?1,000 cash or a ?2,000 prize! To claim, call09050000327"
aight lemme know whats up,0,"Aight, lemme know what's up"
xmas offer latest motorola sonyericsson nokia free bluetooth or dvd double mins txt on orange call mobileupd on or calloptoutqf,1,"Xmas Offer! Latest Motorola, SonyEricsson & Nokia & FREE Bluetooth or DVD! Double Mins & 1000 Txt on Orange. Call MobileUpd8 on 08000839402 or call2optout/4QF2"
i take it the post has come then you must have s of texts now happy reading my one from wiv hello caroline at the end is my favourite bless him,0,I take it the post has come then! You must have 1000s of texts now! Happy reading. My one from wiv hello caroline at the end is my favourite. Bless him
can you plz tell me the ans bslvyl sent via fullonsmscom,0,Can you plz tell me the ans. BSLVYL sent via fullonsms.com
went fast asleep deartake care,0,Went fast asleep dear.take care.
not heard from u a while call me now am here all night with just my knickers on make me beg for it like u did last time xx luv nikiyunet,1,Not heard from U4 a while. Call me now am here all night with just my knickers on. Make me beg for it like U did last time 01223585236 XX Luv Nikiyu4.net
sun ah thk mayb can if dun have anythin on thk have to book e lesson e pilates is at orchard mrt u noe hor,0,Sun ah... Thk mayb can if dun have anythin on... Thk have to book e lesson... E pilates is at orchard mrt u noe hor...  
for your chance to win a free bluetooth headset then simply reply back with adp,1,"For your chance to WIN a FREE Bluetooth Headset then simply reply back with ""ADP"""
a bloo bloo bloo ill miss the first bowl,0,A bloo bloo bloo I'll miss the first bowl
gud niswt drmstake care,0,Gud ni8.swt drms.take care
so now my dad is gonna call after he gets out of work and ask all these crazy questions,0,So now my dad is gonna call after he gets out of work and ask all these crazy questions.
hmm well night night,0,"Hmm well, night night "
booked ticket for pongal,0,Booked ticket for pongal?
sir i am waiting for your call once free please call me,0,"Sir, i am waiting for your call, once free please call me."
you are right meanwhile hows project twins comin up,0,You are right. Meanwhile how's project twins comin up
call listen to extreme dirty live chat going on in the office right now total privacy no one knows your sic listening p min mp,1,CALL 09090900040 & LISTEN TO EXTREME DIRTY LIVE CHAT GOING ON IN THE OFFICE RIGHT NOW TOTAL PRIVACY NO ONE KNOWS YOUR [sic] LISTENING 60P MIN 24/7MP 0870753331018+
of course i guess gods just got me on hold right now,0,Of course. I guess god's just got me on hold right now.
ok lor reaching then message me,0,Ok lor Ã¼ reaching then message me.
yes obviously but you are the eggspert and the potato head speak soon,0,"Yes obviously, but you are the eggs-pert and the potato headâ¦ Speak soon! "
i jus reached home i go bathe first but my sis using net tell u when she finishes k,0,I jus reached home. I go bathe first. But my sis using net tell u when she finishes k...
